s.entity_en,type(r),t.entity_en
Lowers blood pressure,ADE_DRUG,SGLT2i
Lowering blood uric acid concentration,ADE_DRUG,SGLT2i
Reduce proteinuria,ADE_DRUG,SGLT2i
fracture,ADE_DRUG,Thiazolidinediones
fracture,ADE_DRUG,Canagliflozin
Toe amputation,ADE_DRUG,Canagliflozin
5.9~8.7U/d,AMOUNT_DRUG,insulin
5~8h,DURATION_DRUG,Gliquidone
Hepatobiliary,ANATOMY_DISEASE,Hepatobiliary diseases
Glimaquine,DRUG_DISEASE,Type 2 diabetes
30 to 20 mg/day,AMOUNT_DRUG,Glimaquine
112mg/dl,AMOUNT_DRUG,Glimaquine
270 mg/day,AMOUNT_DRUG,Glimaquine
14 weeks later,DURATION_DRUG,Gliquidone
14 weeks later,DURATION_DRUG,Metformin
Average blood sugar,TEST_ITEMS_DISEASE,Type 2 diabetes
Urine albumin/creatinine ratio (ACR),TEST_ITEMS_DISEASE,Type 2 diabetes
Urine albumin/creatinine ratio (ACR),TEST_ITEMS_DISEASE,Chronic kidney disease
Serum creatinine (SCr),TEST_ITEMS_DISEASE,Type 2 diabetes
2 months later,DURATION_DRUG,Gliquidone
ACR,TEST_ITEMS_DISEASE,Diabetic nephropathy
UAE,TEST_ITEMS_DISEASE,Diabetic nephropathy
UAE,TEST_ITEMS_DISEASE,Albuminuria
15–180 mg/day,AMOUNT_DRUG,Gliquidone
90 mg/day (30 mg 3 times a day),AMOUNT_DRUG,Gliquidone
180 mg/day (60 mg 3 times a day),AMOUNT_DRUG,Gliquidone
Type 2,CLASS_DISEASE,Type 2 diabetes
Progressive decline in pancreatic β-cell function,PATHOGENESIS_DISEASE,T2DM
NPH,DRUG_DISEASE,Type 2 diabetes
Neutral protamine zinc insulin,DRUG_DISEASE,Metabolic abnormalities
Long-acting insulin,DRUG_DISEASE,Type 2 diabetes
1~3 times,FREQUENCY_DRUG,insulin
Less than 50 U/d,AMOUNT_DRUG,Premixed insulin
<50 U/d,AMOUNT_DRUG,Premixed insulin
0.1~0.3U/(kg·d),AMOUNT_DRUG,insulin
0.2~0.3U/(kg·d),AMOUNT_DRUG,insulin
0.5U/(kg·d),AMOUNT_DRUG,Long-acting insulin analogs
2~6U,AMOUNT_DRUG,insulin
2~3U,AMOUNT_DRUG,insulin
0.6U/(kg·d),AMOUNT_DRUG,insulin
Multiple times a day,FREQUENCY_DRUG,insulin
Multiple times a day,FREQUENCY_DRUG,Premixed insulin
Every 4-6 hours,FREQUENCY_DRUG,Short-acting/rapid-acting insulin
4U,AMOUNT_DRUG,insulin
0.3~0.5U/(kg·d),AMOUNT_DRUG,insulin
4~6U,AMOUNT_DRUG,insulin
1~2 times,FREQUENCY_DRUG,insulin
1~2U,AMOUNT_DRUG,insulin
2~3 times,FREQUENCY_DRUG,insulin
1~4U,AMOUNT_DRUG,insulin
1hPG,TEST_ITEMS_DISEASE,GDM
Postprandial peak blood sugar,TEST_ITEMS_DISEASE,GDM
2hPG,TEST_ITEMS_DISEASE,diabetes
2hPG,TEST_ITEMS_DISEASE,IFG
2hPG,TEST_ITEMS_DISEASE,IGT
2hPG,TEST_ITEMS_DISEASE,High blood sugar
Evening injection,METHOD_DRUG,Intermediate-acting insulin
0.4~0.5U(kg·d),AMOUNT_DRUG,insulin
0.2~0.3U/(kg·d),AMOUNT_DRUG,insulin
Glycated hemoglobin (HbA1c),TEST_ITEMS_DISEASE,diabetes
Decreased autologous β-cell function,PATHOGENESIS_DISEASE,diabetes
Urine microalbumin,TEST_ITEMS_DISEASE,diabetes
Urine microalbumin,TEST_ITEMS_DISEASE,Diabetic nephropathy
CGM,TEST_ITEMS_DISEASE,diabetes
Estimated glomerular filtration rate (eGFR),TEST_ITEMS_DISEASE,diabetes
Microcirculatory disorders,SYMPTOM_DISEASE,diabetes
Amputation,OPERATION_DISEASE,diabetes
Amputation,OPERATION_DISEASE,ulcer
Amputation,OPERATION_DISEASE,Diabetic foot
Amputation,OPERATION_DISEASE,Acrogangrene
Amputation,OPERATION_DISEASE,Necrotic limb infection
Micro-obstacles,SYMPTOM_DISEASE,diabetes
Vascular endothelial damage,PATHOGENESIS_DISEASE,diabetes
Decreased nitric oxide production,PATHOGENESIS_DISEASE,diabetes
Polyol pathway activation,PATHOGENESIS_DISEASE,diabetes
Non-enzymatic glycation of proteins,PATHOGENESIS_DISEASE,diabetes
Oxidative stress,PATHOGENESIS_DISEASE,diabetes
Protein kinase C activation,PATHOGENESIS_DISEASE,diabetes
Glomerular basement membrane thickening,SYMPTOM_DISEASE,Diabetic nephropathy
Extracellular matrix deposition in the glomerular mesangium,SYMPTOM_DISEASE,Diabetic nephropathy
The kidneys gradually shrink,SYMPTOM_DISEASE,Glomerulosclerosis
Microalbuminuria,SYMPTOM_DISEASE,Type 2 diabetes
Microalbuminuria,SYMPTOM_DISEASE,Diabetic nephropathy
Renal tubular damage,SYMPTOM_DISEASE,Diabetic nephropathy
Glomerular lesions,SYMPTOM_DISEASE,Diabetic nephropathy
Acute glomerular hyperfiltration phase,CLASS_DISEASE,Diabetic nephropathy
Normoalbuminuria,CLASS_DISEASE,Diabetic nephropathy
Early diabetic nephropathy,CLASS_DISEASE,Diabetic nephropathy
Clinical diabetic nephropathy,CLASS_DISEASE,Diabetic nephropathy
Renal failure,CLASS_DISEASE,Diabetic nephropathy
Glomerulus,ANATOMY_DISEASE,Glomerulosclerosis
Glomerulus,ANATOMY_DISEASE,Diabetic glomerulopathy
Glomerulus,ANATOMY_DISEASE,Glomerular lesions
Glomerulus,ANATOMY_DISEASE,Diabetic Glomerulonephropathy
Glomerulus,ANATOMY_DISEASE,Glomerular damage
Glomerulus,ANATOMY_DISEASE,Glomerular damage
Glomerulus,ANATOMY_DISEASE,Glomerulosclerosis (Kelly-Willi syndrome)
Renal tubules,ANATOMY_DISEASE,Tubulointerstitial fibrosis
Renal tubules,ANATOMY_DISEASE,Tubular related diseases
Renal tubules,ANATOMY_DISEASE,Tubular atrophy
Renal tubules,ANATOMY_DISEASE,Renal tubular/renal vascular damage
Video disc,ANATOMY_DISEASE,Neovascularization of the retina or optic disc
Vitreous,ANATOMY_DISEASE,Vitreous hemorrhage
Vitreous,ANATOMY_DISEASE,Severe vitreous thickening
Pericyte loss,SYMPTOM_DISEASE,Diabetic retinopathy
Neuroretinal abnormalities,SYMPTOM_DISEASE,Diabetic retinopathy
Angiogenesis,SYMPTOM_DISEASE,Diabetic retinopathy
Microaneurysm,SYMPTOM_DISEASE,Diabetic retinopathy
Bleeding spots,SYMPTOM_DISEASE,Diabetic retinopathy
Hard exudate,SYMPTOM_DISEASE,Diabetic retinopathy
Cotton-wool spots,SYMPTOM_DISEASE,Diabetic retinopathy
Venous beading,SYMPTOM_DISEASE,Diabetic retinopathy
Intraretinal microvascular abnormality (IRMA),SYMPTOM_DISEASE,Diabetic retinopathy
Macular edema,SYMPTOM_DISEASE,Diabetic retinopathy
Cranial nerves,ANATOMY_DISEASE,Diabetic neuropathy
Cranial nerves,ANATOMY_DISEASE,Cranial Neuropathy
spinal cord,ANATOMY_DISEASE,Diabetic neuropathy
spinal cord,ANATOMY_DISEASE,Spinal cord lesions
Demyelination of nerve fibers,SYMPTOM_DISEASE,Diabetic neuropathy
Axonal degeneration,SYMPTOM_DISEASE,Diabetic neuropathy
Schwann cell proliferation,SYMPTOM_DISEASE,Diabetic neuropathy
numbness,SYMPTOM_DISEASE,Peripheral neuropathy
numbness,SYMPTOM_DISEASE,Neuropathy
Loss of sensation,SYMPTOM_DISEASE,Peripheral neuropathy
Damage to the optic nerve,SYMPTOM_DISEASE,Cranial Neuropathy
Trochlear nerve,ANATOMY_DISEASE,Cranial Neuropathy
Trigeminal nerve,ANATOMY_DISEASE,Cranial Neuropathy
Rear cable damage,SYMPTOM_DISEASE,Spinal cord lesions
Degeneration,SYMPTOM_DISEASE,Spinal cord lesions
Foot soft tissue,ANATOMY_DISEASE,Diabetic foot
Bone and joint,ANATOMY_DISEASE,Diabetic foot
Bone and joint,ANATOMY_DISEASE,Bone and joint destruction
Bone and joint,ANATOMY_DISEASE,Bone and joint diseases
Peripheral blood vessels,ANATOMY_DISEASE,Peripheral vascular disease
Extensive focal myocardial necrosis,SYMPTOM_DISEASE,Diabetic cardiomyopathy
Abnormal heart function,SYMPTOM_DISEASE,Diabetic cardiomyopathy
Pretibial pigmentation,SYMPTOM_DISEASE,Skin lesions
Necrobiosis lipoidica,SYMPTOM_DISEASE,Skin lesions
Diabetic Bullous Disease,SYMPTOM_DISEASE,Skin lesions
Scleredema,SYMPTOM_DISEASE,Skin lesions
Skin infections,SYMPTOM_DISEASE,Skin lesions
Alprostadil,DRUG_DISEASE,Diabetic nephropathy
Alprostadil,DRUG_DISEASE,DPN
Limb ulcers,SYMPTOM_DISEASE,Chronic arterial occlusive disease
Microvascular circulatory disorder,SYMPTOM_DISEASE,Chronic arterial occlusive disease
Resting pain in limbs,SYMPTOM_DISEASE,Chronic arterial occlusive disease
PGE1,DRUG_DISEASE,diabetes
PGE1,DRUG_DISEASE,Renal insufficiency
PGE1,DRUG_DISEASE,Diabetic peripheral neuropathy
Urinary albumin excretion rate (UAER),TEST_ITEMS_DISEASE,diabetes
Urinary albumin excretion rate (UAER),TEST_ITEMS_DISEASE,Renal insufficiency
Beraprost Sodium,DRUG_DISEASE,Diabetic nephropathy
Beraprost Sodium,DRUG_DISEASE,DPN
Beraprost Sodium,DRUG_DISEASE,Intermittent claudication
Beraprost Sodium,DRUG_DISEASE,Chronic diabetes
Beraprost Sodium,DRUG_DISEASE,LEAD
Beraprost Sodium,DRUG_DISEASE,Intermittent
Intermittent claudication,SYMPTOM_DISEASE,Type 2 diabetes
Intermittent claudication,SYMPTOM_DISEASE,Diabetic foot
Intermittent claudication,SYMPTOM_DISEASE,Chronic arterial occlusive disease
Cold,SYMPTOM_DISEASE,Chronic arterial occlusive disease
Cold,SYMPTOM_DISEASE,Chronic arterial occlusive disease
Cold,SYMPTOM_DISEASE,Diabetic peripheral vascular disease
3~6 months,DURATION_DRUG,Beraprost Sodium
Foot ulcer,SYMPTOM_DISEASE,diabetes
Foot ulcer,SYMPTOM_DISEASE,Chronic diabetes
6 weeks,DURATION_DRUG,Beraprost Sodium
Microalbumin,TEST_ITEMS_DISEASE,Diabetic nephropathy
Urine total protein,TEST_ITEMS_DISEASE,Diabetic nephropathy
Sarpogrelate hydrochloride,DRUG_DISEASE,diabetes
Sarpogrelate hydrochloride,DRUG_DISEASE,Chronic arterial occlusive disease
Sarpogrelate hydrochloride,DRUG_DISEASE,Diabetic peripheral vascular disease
Sarpogrelate hydrochloride,DRUG_DISEASE,Diabetic lower extremity vascular disease
Sarpogrelate hydrochloride,DRUG_DISEASE,Lower extremity vascular disease
5-hydroxytryptamine 2 (5-HT2) receptor antagonists,DRUG_DISEASE,Chronic arterial occlusive disease
Lower limb blood vessels,ANATOMY_DISEASE,Diabetic lower extremity vascular disease
Lower limb blood vessels,ANATOMY_DISEASE,Lower extremity vascular disease
Seratate hydrochloride,DRUG_DISEASE,Diabetic nephropathy
Proteinuria,SYMPTOM_DISEASE,Diabetic nephropathy
Cilostazol,DRUG_DISEASE,Type 2 diabetes
Cilostazol,DRUG_DISEASE,diabetes
Cilostazol,DRUG_DISEASE,DPN
Cilostazol,DRUG_DISEASE,Cardiovascular events
Cilostazol,DRUG_DISEASE,Diabetic foot
Cilostazol,DRUG_DISEASE,Intermittent claudication
Cilostazol,DRUG_DISEASE,Lower limb ischemia
Cilostazol,DRUG_DISEASE,LEAD
Cilostazol,DRUG_DISEASE,Lower limb arterial ischemia
Cilostazol,DRUG_DISEASE,Lower extremity atherosclerotic disease (LEAD)
Cilostazol,DRUG_DISEASE,Lower limb lesions
Calcium Dobesilate,DRUG_DISEASE,Type 2 diabetes
Calcium Dobesilate,DRUG_DISEASE,diabetes
Calcium Dobesilate,DRUG_DISEASE,Diabetic nephropathy
Calcium Dobesilate,DRUG_DISEASE,Retinopathy
Calcium Dobesilate,DRUG_DISEASE,DR
Calcium Dobesilate,DRUG_DISEASE,Diabetic retinopathy
Early retinopathy,SYMPTOM_DISEASE,Type 2 diabetes
Posterior vitreous penetration ratio (PVPR),TEST_ITEMS_DISEASE,Type 2 diabetes
Non-proliferative phase,CLASS_DISEASE,Retinopathy
Microaneurysm,SYMPTOM_DISEASE,Retinopathy
Fundus exudation,SYMPTOM_DISEASE,Retinopathy
Retinal hemorrhage,SYMPTOM_DISEASE,Retinopathy
Late stage,CLASS_DISEASE,Retinopathy
Late stage,CLASS_DISEASE,Advanced CKD
Late stage,CLASS_DISEASE,Advanced chronic kidney disease
Laser therapy,TREATMENT_DISEASE,Retinopathy
Laser therapy,TREATMENT_DISEASE,DR
Retinal laser treatment,TREATMENT_DISEASE,diabetes
Foveal thickness,TEST_ITEMS_DISEASE,diabetes
Dobesilic acid,DRUG_DISEASE,Diabetic Nephropathy
Proteinuria,TEST_ITEMS_DISEASE,Diabetic nephropathy
Proteinuria,TEST_ITEMS_DISEASE,Diabetic kidney disease
3 months,DURATION_DRUG,Glimepiride
3 months,DURATION_DRUG,Gliclazide
3 months,DURATION_DRUG,Gliclazide extended-release tablets
3 months,DURATION_DRUG,Metformin
3 months,DURATION_DRUG,Dobesilic acid
24 months,DURATION_DRUG,Calcium Dobesilate
Difamin,DRUG_DISEASE,Diabetic retinopathy
Simple type,CLASS_DISEASE,Diabetic retinopathy
Omentum,ANATOMY_DISEASE,Diabetic retinopathy
Ranibizumab,DRUG_DISEASE,Macular edema
Ranibizumab,DRUG_DISEASE,Retinal neovascularization
Ranibizumab,DRUG_DISEASE,Retinal vein occlusion
Ranibizumab,DRUG_DISEASE,Neovascular glaucoma
Ranibizumab,DRUG_DISEASE,Diabetic Macular Edema
Ranibizumab,DRUG_DISEASE,Macular degeneration
Ranibizumab,DRUG_DISEASE,Intraretinal cyst
Ranibizumab,DRUG_DISEASE,Severe vitreous thickening
Macula,ANATOMY_DISEASE,Macular edema
Macula,ANATOMY_DISEASE,Diabetic Macular Edema
Macula,ANATOMY_DISEASE,Macular degeneration
Macula,ANATOMY_DISEASE,Age-related macular degeneration
Macula,ANATOMY_DISEASE,Sugar macular edema
Eye,ANATOMY_DISEASE,Neovascular glaucoma
Bevacizumab,DRUG_DISEASE,Diabetic retinopathy
Bevacizumab,DRUG_DISEASE,Macular edema
Bevacizumab,DRUG_DISEASE,Retinal neovascularization
Bevacizumab,DRUG_DISEASE,Retinal neovascular disease
Retinal photocoagulation therapy,OPERATION_DISEASE,Diabetic retinopathy
Ginkgo biloba preparations,DRUG_DISEASE,diabetes
Compound Danshen Dripping Pills,DRUG_DISEASE,diabetes
Compound Danshen Dripping Pills,DRUG_DISEASE,Diabetic nephropathy
Compound Danshen Dripping Pills,DRUG_DISEASE,Neuropathy
Compound Danshen Dripping Pills,DRUG_DISEASE,Retinopathy
Compound Danshen Dripping Pills,DRUG_DISEASE,Blood Stasis Diabetic Peripheral Neuropathy
Panax notoginseng preparations,DRUG_DISEASE,diabetes
Cerebral arteries,ANATOMY_DISEASE,Cerebral arteriosclerosis
Vision Network,ANATOMY_DISEASE,Diabetic Retinopathy
Vision Network,ANATOMY_DISEASE,Retinopathy
Ginkgo biloba extract tablets,DRUG_DISEASE,Diabetic nephropathy
Ginkgo biloba extract tablets,DRUG_DISEASE,Diabetic peripheral neuropathy
Ginkgo biloba extract tablets,DRUG_DISEASE,Type 2 diabetic retinopathy
Fundus fluorescein angiography at 24 weeks,TEST_DISEASE,Nonproliferative diabetic retinopathy
Fundus examination,TEST_DISEASE,diabetes
Fundus examination,TEST_DISEASE,DR
Fundus examination,TEST_DISEASE,Diabetic retinopathy
Fundus examination,TEST_DISEASE,blindness
Fundus examination,TEST_DISEASE,Nonproliferative diabetic retinopathy
Blood stasis,SYMPTOM_DISEASE,Blood Stasis Diabetic Peripheral Neuropathy
Xuesetong Injection,DRUG_DISEASE,Diabetes microcirculatory disorders
Danhong injection,DRUG_DISEASE,Diabetes microcirculatory disorders
Jinlida Granules,DRUG_DISEASE,Diabetes microcirculatory disorders
Pancreatic β-cell function gradually deteriorates as the disease progresses,PATHOGENESIS_DISEASE,Type 2 diabetes
High sugar toxicity,PATHOGENESIS_DISEASE,Type 2 diabetes
Weight loss,SYMPTOM_DISEASE,diabetes
HbH1c,TEST_ITEMS_DISEASE,Type 2 diabetes
1 or 2 times a day,FREQUENCY_DRUG,Basal insulin
2 times a day,FREQUENCY_DRUG,Premixed insulin
2 times a day,FREQUENCY_DRUG,Basal + mealtime insulin
α-Glucosidase inhibitors,DRUG_DISEASE,diabetes
Renal degradation of insulin is significantly reduced,PATHOGENESIS_DISEASE,Azotemia
Decreased insulin secretion rate,PATHOGENESIS_DISEASE,Azotemia
Insulin may accumulate in the body,PATHOGENESIS_DISEASE,Azotemia
Urea nitrogen,TEST_ITEMS_DISEASE,Azotemia
Creatinine,TEST_ITEMS_DISEASE,Azotemia
Cardiovascular events,ADE_DRUG,Glyburide
Cardiovascular events,ADE_DRUG,Gliclazide
Cardiovascular events,ADE_DRUG,Tolbutamide
Cardiovascular events,ADE_DRUG,aspirin
Cardiovascular events,ADE_DRUG,Clopidogrel
Cardiovascular events,ADE_DRUG,Beraprost Sodium
Cardiovascular events,ADE_DRUG,Cilostazol
Cardiovascular events,ADE_DRUG,COX-2 Inhibitors
Take 1 to 2 times a day,FREQUENCY_DRUG,Glimepiride
Take 1 to 2 times a day,FREQUENCY_DRUG,Glyburide
Take 1 to 2 times a day,FREQUENCY_DRUG,Gliclazide
Take 1 to 2 times a day,FREQUENCY_DRUG,Gliclazide extended-release tablets
Take 1 to 2 times a day,FREQUENCY_DRUG,Glipizide controlled release
52 weeks,DURATION_DRUG,Gliclazide extended-release tablets
8 weeks,DURATION_DRUG,Glipizide Extended Release Tablets
8 weeks,DURATION_DRUG,Acarbose
8 weeks,DURATION_DRUG,Cilostazol
12 months,DURATION_DRUG,Glyburide
16 weeks,DURATION_DRUG,Glimepiride
Insufficient insulin secretion,PATHOGENESIS_DISEASE,Type 2 diabetes
Insufficient insulin secretion,PATHOGENESIS_DISEASE,diabetes
Body mass index (BMI),TEST_ITEMS_DISEASE,T2DM
HOMA-IR,TEST_ITEMS_DISEASE,T2DM
Postprandial blood sugar increase,TEST_ITEMS_DISEASE,T2DM
Daily blood sugar variability,TEST_ITEMS_DISEASE,T2DM
Intraday blood glucose variability,TEST_ITEMS_DISEASE,T2DM
4mg,AMOUNT_DRUG,Rosiglitazone
8mg,AMOUNT_DRUG,Rosiglitazone
24 weeks,DURATION_DRUG,Sulfonylureas
24 weeks,DURATION_DRUG,Rosiglitazone
24 weeks,DURATION_DRUG,Cilostazol
More significant weight gain,ADE_DRUG,Sulfonylureas
More significant weight gain,ADE_DRUG,Rosiglitazone
5 mg/day,AMOUNT_DRUG,Dapagliflozin
10 mg/day,AMOUNT_DRUG,Dapagliflozin
1.8 mg/day,AMOUNT_DRUG,Glimepiride
1.8 mg/day,AMOUNT_DRUG,Liraglutide
Weight loss,ADE_DRUG,Glimepiride
Weight loss,ADE_DRUG,Liraglutide
Symptomatic hypoglycemia,ADE_DRUG,Glimepiride
Symptomatic hypoglycemia,ADE_DRUG,Insulin glargine
Liver damage,ADE_DRUG,Sulfonylureas
Severe liver damage,ADE_DRUG,Sulfonylureas
belly,ANATOMY_DISEASE,Abdominal obesity
belly,ANATOMY_DISEASE,ascites
Proteinuria,ADE_DRUG,Gliclazide extended-release tablets
Renal events,ADE_DRUG,Gliclazide extended-release tablets
Cross allergic reaction,ADE_DRUG,Sulfonylureas
Mild to moderate hypoglycemia,ADE_DRUG,Sulfonylureas
Severe hypoglycemia,ADE_DRUG,Sulfonylureas
β-cell dysfunction,ADE_DRUG,Sulfonylureas
Significant weight gain,ADE_DRUG,Sulfonylureas
27 weeks,DURATION_DRUG,Glimepiride
27 weeks,DURATION_DRUG,Gliclazide extended-release tablets
1.2 mg/day,AMOUNT_DRUG,Liraglutide
20g,AMOUNT_DRUG,glucose
Healthy diet,TREATMENT_DISEASE,diabetes
Quit smoking and limit alcohol consumption,TREATMENT_DISEASE,diabetes
Quit smoking and limit alcohol consumption,TREATMENT_DISEASE,HUA
Exercise regularly,TREATMENT_DISEASE,diabetes
1 hour of exercise per day,TREATMENT_DISEASE,obesity
Serum uric acid,TEST_ITEMS_DISEASE,diabetes
Serum uric acid,TEST_ITEMS_DISEASE,Coronary heart disease
Serum uric acid,TEST_ITEMS_DISEASE,Stroke
Serum uric acid,TEST_ITEMS_DISEASE,CKD
Serum uric acid,TEST_ITEMS_DISEASE,Abnormal glucose metabolism
Serum uric acid,TEST_ITEMS_DISEASE,HUA
Serum uric acid,TEST_ITEMS_DISEASE,Cardiovascular disease (CVD)
Serum uric acid,TEST_ITEMS_DISEASE,gout
Serum uric acid,TEST_ITEMS_DISEASE,"Acute and chronic inflammatory damage to joint cartilage, bone, kidney, and vascular endothelium"
Serum uric acid,TEST_ITEMS_DISEASE,Acute uric acid nephropathy
Serum uric acid,TEST_ITEMS_DISEASE,Acute ischemic stroke
Glomerular filtration rate (GFR),TEST_ITEMS_DISEASE,CKD
Glomerular filtration rate (GFR),TEST_ITEMS_DISEASE,Chronic kidney disease
Renal pathology examination,TEST_DISEASE,CKD
"Blood, urine, or imaging tests",TEST_DISEASE,CKD
GFR,TEST_ITEMS_DISEASE,Type 2 diabetes
GFR,TEST_ITEMS_DISEASE,diabetes
GFR,TEST_ITEMS_DISEASE,Diabetic nephropathy
GFR,TEST_ITEMS_DISEASE,Renal insufficiency
GFR,TEST_ITEMS_DISEASE,T2DM
GFR,TEST_ITEMS_DISEASE,CKD
GFR,TEST_ITEMS_DISEASE,Renal impairment
GFR,TEST_ITEMS_DISEASE,Proteinuria
GFR,TEST_ITEMS_DISEASE,Chronic kidney disease
GFR,TEST_ITEMS_DISEASE,Chronic Kidney Disease (CKD)
GFR,TEST_ITEMS_DISEASE,CKD stage 3a
GFR,TEST_ITEMS_DISEASE,Hemolysis
GFR,TEST_ITEMS_DISEASE,CKD stage 4-5
GFR,TEST_ITEMS_DISEASE,Chronic Kidney Disease Stage 3a
Urine uric acid,TEST_ITEMS_DISEASE,HUA
Uric acid excretion,TEST_ITEMS_DISEASE,HUA
Uric acid clearance,TEST_ITEMS_DISEASE,HUA
Fasting serum uric acid (SUA),TEST_ITEMS_DISEASE,HUA
Low-protein diet,TREATMENT_DISEASE,CKD
Drink plenty of water,TREATMENT_DISEASE,HUA
Drink plenty of water,TREATMENT_DISEASE,Urinary tract stones
Sodium bicarbonate,DRUG_DISEASE,CKD
Sodium bicarbonate,DRUG_DISEASE,HUA
Sodium bicarbonate,DRUG_DISEASE,gout
0.5~1g each time,AMOUNT_DRUG,Sodium bicarbonate (baking soda)
Hyperkalemia,ADE_DRUG,Citric acid mixture
Nonsteroidal anti-inflammatory drugs (NSAIDs),DRUG_DISEASE,Gouty arthritis
Colchicine,DRUG_DISEASE,gout
Colchicine,DRUG_DISEASE,Gouty arthritis
Selective cyclooxygenase 2 (COX-2) inhibitors,DRUG_DISEASE,CKD
Etoricoxib,DRUG_DISEASE,gout
Indomethacin,DRUG_DISEASE,gout
Diclofenac,DRUG_DISEASE,gout
Celecoxib,DRUG_DISEASE,gout
NSAIDs,DRUG_DISEASE,CKD
30–35 mg/day,AMOUNT_DRUG,Prednisone
3~5 days in total,DURATION_DRUG,Prednisone
NSAIDs,DRUG_DISEASE,CKD
NSAIDs,DRUG_DISEASE,gout
Hydration and alkalinization of urine,SYMPTOM_DISEASE,gout
Allopurinol,DRUG_DISEASE,gout
Allopurinol,DRUG_DISEASE,Secondary gout
Chemotherapy,TREATMENT_DISEASE,Tumor
Radiation therapy,TREATMENT_DISEASE,Tumor
50–100 mg/day,AMOUNT_DRUG,Allopurinol
Bone marrow suppression,ADE_DRUG,Colchicine
Exfoliative dermatitis,ADE_DRUG,Allopurinol
Thiazide diuretics,DRUG_DISEASE,diabetes
3 or more phases,CLASS_DISEASE,CKD
Febuxostat,DRUG_DISEASE,Renal insufficiency
Febuxostat,DRUG_DISEASE,Liver damage
Febuxostat,DRUG_DISEASE,CKD
Febuxostat,DRUG_DISEASE,Hyperuricemia
Febuxostat,DRUG_DISEASE,HUA
Febuxostat,DRUG_DISEASE,gout
The starting dose is 20 mg,AMOUNT_DRUG,Febuxostat
Increased frequency of gout attacks,ADE_DRUG,Febuxostat
Nonsteroidal anti-inflammatory drugs,DRUG_DISEASE,gout
Benzbromarone,DRUG_DISEASE,Renal insufficiency
Benzbromarone,DRUG_DISEASE,gout
Benzbromarone,DRUG_DISEASE,Secondary hyperuricemia
Probenecid,DRUG_DISEASE,gout
Urinary system,ANATOMY_DISEASE,Uric acid stones in the urinary tract
50mg,AMOUNT_DRUG,Vildagliptin
50mg,AMOUNT_DRUG,Sitagliptin
50mg,AMOUNT_DRUG,Cilostazol
Drink plenty of water,TREATMENT_DISEASE,HUA
Drink plenty of water,TREATMENT_DISEASE,gout
Gastrointestinal discomfort,ADE_DRUG,Probenecid
Skin rash,ADE_DRUG,Probenecid
Uric acid stones in the urinary tract,ADE_DRUG,Probenecid
Losartan,DRUG_DISEASE,Type 2 diabetes
